Timestamp,Open,High,Low,Close,Volume
2016-03-01 00:00:00,1240.41,1241.67,1239.79,1240.76,0
2016-03-01 01:00:00,1240.78,1247.63,1236.67,1246.57,0
2016-03-01 02:00:00,1246.59,1248.61,1243.99,1244.09,0
2016-03-01 03:00:00,1244.12,1245.51,1243.66,1243.66,0
2016-03-01 04:00:00,1243.79,1246.08,1243.65,1244.88,0
2016-03-01 05:00:00,1244.96,1245.81,1243.14,1244.33,0
2016-03-01 06:00:00,1244.32,1245.83,1243.31,1245.69,0
2016-03-01 07:00:00,1245.69,1245.69,1238.96,1239.54,0
2016-03-01 08:00:00,1239.53,1241.45,1237.15,1239.54,0
2016-03-01 09:00:00,1239.58,1243.0,1239.44,1241.33,0
2016-03-01 10:00:00,1241.35,1241.49,1239.39,1239.65,0
2016-03-01 11:00:00,1239.71,1246.65,1239.11,1245.69,0
2016-03-01 12:00:00,1245.71,1247.1,1244.2,1245.8,0
2016-03-01 13:00:00,1245.78,1247.87,1242.31,1244.7,0
2016-03-01 14:00:00,1244.83,1244.99,1236.24,1238.85,0
2016-03-01 15:00:00,1238.8,1238.8,1227.19,1234.43,0
2016-03-01 16:00:00,1234.53,1234.64,1229.01,1229.42,0
2016-03-01 17:00:00,1229.41,1231.62,1228.23,1229.78,0
2016-03-01 18:00:00,1229.79,1232.0,1229.48,1230.88,0
2016-03-01 19:00:00,1230.89,1236.15,1230.4,1234.59,0
2016-03-01 20:00:00,1234.57,1236.58,1231.78,1231.8,0
2016-03-01 21:00:00,1231.78,1232.69,1230.77,1232.06,0
2016-03-01 23:00:00,1231.32,1232.78,1230.9,1232.32,0
2016-03-02 00:00:00,1232.27,1232.92,1229.75,1230.79,0
2016-03-02 01:00:00,1230.73,1231.3,1225.54,1228.34,0
2016-03-02 02:00:00,1228.37,1229.18,1224.78,1225.51,0
2016-03-02 03:00:00,1225.53,1228.52,1224.85,1227.79,0
2016-03-02 04:00:00,1227.79,1228.22,1227.17,1227.96,0
2016-03-02 05:00:00,1227.96,1228.13,1226.0,1226.97,0
2016-03-02 06:00:00,1227.06,1228.06,1226.26,1227.48,0
2016-03-02 07:00:00,1227.5,1228.85,1225.61,1227.84,0
2016-03-02 08:00:00,1227.82,1230.71,1227.3,1229.22,0
2016-03-02 09:00:00,1229.22,1231.15,1227.94,1230.98,0
2016-03-02 10:00:00,1230.95,1231.05,1229.5,1230.55,0
2016-03-02 11:00:00,1230.55,1232.21,1230.12,1230.54,0
2016-03-02 12:00:00,1230.55,1231.83,1228.78,1231.09,0
2016-03-02 13:00:00,1231.05,1236.4,1227.48,1232.09,0
2016-03-02 14:00:00,1232.09,1241.79,1230.89,1240.0,0
2016-03-02 15:00:00,1240.08,1241.42,1236.88,1238.28,0
2016-03-02 16:00:00,1238.28,1240.42,1234.93,1240.12,0
2016-03-02 17:00:00,1240.13,1240.74,1238.48,1240.33,0
2016-03-02 18:00:00,1240.32,1244.1,1239.9,1243.53,0
2016-03-02 19:00:00,1243.52,1243.6,1239.53,1239.83,0
2016-03-02 20:00:00,1239.88,1241.86,1238.94,1241.0,0
2016-03-02 21:00:00,1241.01,1241.08,1239.65,1239.84,0
2016-03-02 23:00:00,1240.07,1243.26,1239.67,1241.05,0
2016-03-03 00:00:00,1241.08,1242.01,1237.95,1239.44,0
2016-03-03 01:00:00,1239.4,1239.55,1237.44,1238.9,0
2016-03-03 02:00:00,1238.95,1240.57,1238.22,1239.33,0
2016-03-03 03:00:00,1239.38,1239.5,1237.85,1238.39,0
2016-03-03 04:00:00,1238.34,1239.81,1238.01,1239.27,0
2016-03-03 05:00:00,1239.27,1239.43,1238.44,1239.18,0
2016-03-03 06:00:00,1239.16,1242.3,1238.7,1241.25,0
2016-03-03 07:00:00,1241.27,1241.88,1240.04,1241.51,0
2016-03-03 08:00:00,1241.6,1243.19,1239.42,1241.97,0
2016-03-03 09:00:00,1242.02,1244.36,1240.48,1241.78,0
2016-03-03 10:00:00,1241.77,1243.03,1241.24,1242.27,0
2016-03-03 11:00:00,1242.43,1244.3,1241.82,1244.28,0
2016-03-03 12:00:00,1244.28,1245.34,1242.79,1244.58,0
2016-03-03 13:00:00,1244.66,1245.98,1240.03,1241.81,0
2016-03-03 14:00:00,1241.8,1248.5,1241.48,1246.32,0
2016-03-03 15:00:00,1246.14,1257.17,1244.74,1254.01,0
2016-03-03 16:00:00,1254.01,1260.2,1253.6,1254.98,0
2016-03-03 17:00:00,1255.08,1258.46,1255.08,1257.02,0
2016-03-03 18:00:00,1257.01,1257.86,1255.16,1256.5,0
2016-03-03 19:00:00,1256.38,1260.83,1256.28,1260.45,0
2016-03-03 20:00:00,1260.45,1268.35,1259.76,1262.41,0
2016-03-03 21:00:00,1262.4,1266.62,1260.92,1264.57,0
2016-03-03 23:00:00,1263.72,1263.82,1259.99,1260.01,0
2016-03-04 00:00:00,1260.01,1261.26,1257.66,1258.43,0
2016-03-04 01:00:00,1258.43,1259.41,1255.84,1259.08,0
2016-03-04 02:00:00,1259.09,1262.19,1258.97,1260.49,0
2016-03-04 03:00:00,1260.49,1262.5,1259.37,1261.05,0
2016-03-04 04:00:00,1261.1,1262.83,1260.58,1261.99,0
2016-03-04 05:00:00,1261.98,1262.39,1260.36,1261.07,0
2016-03-04 06:00:00,1261.06,1262.61,1260.81,1261.97,0
2016-03-04 07:00:00,1261.96,1262.7,1260.46,1261.53,0
2016-03-04 08:00:00,1261.55,1269.72,1259.75,1269.56,0
2016-03-04 09:00:00,1269.57,1274.83,1269.49,1272.16,0
2016-03-04 10:00:00,1272.2,1273.57,1271.19,1273.57,0
2016-03-04 11:00:00,1273.62,1274.12,1268.36,1269.42,0
